,ID,Name,Nationality,Club,Pace,DribblingA,Shooting,Defending,Passing,Physicality
68,179944,David Luiz,Brazil,Chelsea,60.5,70.33333333333333,66.5,82.0,72.83333333333333,77.0
69,177457,L. Bender,Germany,Bayer 04 Leverkusen,66.5,73.5,63.66666666666666,84.0,65.66666666666667,79.5
70,235243,M. de Ligt,Netherlands,Ajax,67.0,67.83333333333333,53.33333333333334,81.4,61.66666666666666,80.0
71,230225,Juiano Mestres,Brazil,Cruzeiro,71.0,66.0,62.33333333333334,82.2,57.5,83.0
72,222737,Malcom,Brazil,FC Barcelona,84.5,84.0,77.16666666666667,29.8,79.16666666666667,62.25
73,220814,L. Hern?ndez,France,Atl?tico Madrid,82.0,72.83333333333333,46.66666666666666,81.8,60.5,81.75
74,220440,C. Lenglet,France,FC Barcelona,72.5,68.5,38.333333333333336,81.6,49.16666666666666,78.0
75,216267,A. Robertson,Scotland,Liverpool,83.5,76.66666666666667,56.16666666666666,76.4,68.0,73.0
76,211320,D. Rugani,Italy,Juventus,61.5,64.83333333333333,38.16666666666666,84.2,47.33333333333334,74.75
77,210514,Jo?o Cancelo,Portugal,Juventus,91.0,79.66666666666667,65.0,75.6,77.33333333333333,75.25
78,210413,A. Romagnoli,Italy,Milan,66.0,66.83333333333333,38.833333333333336,83.0,45.83333333333334,79.5
79,205452,A. R?diger,Germany,Chelsea,72.5,65.16666666666667,40.833333333333336,81.8,60.5,75.75
80,203551,A. Florenzi,Italy,Roma,85.0,80.83333333333333,79.83333333333333,76.6,76.16666666666667,77.5
81,203263,H. Maguire,England,Leicester City,46.0,69.0,50.16666666666666,82.2,56.16666666666666,78.75
82,201956,S. San?,Senegal,FC Schalke 04,62.0,64.66666666666667,47.83333333333334,83.4,59.0,72.0
83,201305,Gabriel Paulista,Brazil,Valencia CF,72.5,69.33333333333333,50.5,82.2,63.0,79.75
84,198141,Bartra,Spain,Real Betis,73.5,75.16666666666667,56.5,81.6,66.33333333333333,76.75
85,197655,S. Coates,Uruguay,Sporting CP,55.0,56.16666666666666,45.83333333333334,82.8,44.5,78.0
86,193525,M?rio Fernandes,Russia,PFC CSKA Moscow,82.0,75.33333333333333,61.0,80.6,67.66666666666667,80.75
87,193469,V?ctor Ruiz,Spain,Villarreal CF,57.0,64.66666666666667,43.0,82.0,61.16666666666666,79.75
88,192227,S. Mustafi,Germany,Arsenal,61.5,68.0,55.16666666666666,81.4,59.33333333333334,77.75
89,189505,Pedro,Spain,Chelsea,76.5,81.5,75.33333333333333,43.2,74.0,59.75
90,186345,K. Trippier,England,Tottenham Hotspur,75.5,76.16666666666667,64.66666666666667,78.0,83.0,74.0
91,185103,A. Kolarov,Serbia,Roma,71.5,74.66666666666667,73.66666666666667,81.0,82.16666666666667,81.5
92,183280,A. Rami,France,Olympique de Marseille,59.5,64.0,49.5,80.6,52.0,83.5
93,181786,V. ?orluka,Croatia,Lokomotiv Moscow,57.0,66.0,48.33333333333334,80.8,66.5,82.0
94,179847,F. Fazio,Argentina,Roma,39.5,58.5,37.16666666666666,84.4,50.0,72.5
95,173521,Marcano,Spain,Roma,68.0,64.16666666666667,43.16666666666666,82.8,52.66666666666666,82.0
96,170481,E. Garay,Argentina,Valencia CF,35.0,62.5,60.33333333333334,81.8,65.83333333333333,75.75
97,168530,Jardel,Brazil,SL Benfica,56.5,54.83333333333334,41.16666666666666,82.8,46.83333333333334,79.25
98,165229,L. Koscielny,France,Arsenal,65.0,67.5,43.33333333333334,82.2,54.0,75.25
99,146530,Dani Alves,Brazil,Paris Saint-Germain,78.0,83.0,72.83333333333333,76.8,79.5,71.75
100,231677,M. Rashford,England,Manchester United,91.5,80.0,78.16666666666667,43.6,74.0,72.0
101,229237,M. Akanji,Switzerland,Borussia Dortmund,79.0,72.33333333333333,42.0,80.0,56.66666666666666,78.25
102,227928,N?lson Semedo,Portugal,FC Barcelona,91.5,81.0,56.0,74.0,60.83333333333334,77.5
103,225508,E. Bailly,Ivory Coast,Manchester United,73.5,66.0,45.16666666666666,81.0,53.33333333333334,82.25
104,216201,Williams,Spain,Athletic Club de Bilbao,93.0,74.5,74.66666666666667,42.4,66.66666666666667,78.0
105,213661,A. Christensen,Denmark,Chelsea,68.0,70.16666666666667,30.0,82.4,52.33333333333334,71.75
106,210864,E. Hysaj,Albania,Napoli,80.5,75.33333333333333,50.16666666666666,77.4,59.0,76.0
107,210243,Ricardo Pereira,Portugal,Leicester City,87.5,80.5,63.5,74.8,72.83333333333333,73.25
108,210035,Grimaldo,Spain,SL Benfica,84.0,82.0,64.0,75.0,77.83333333333333,69.5
109,206467,A. Plea,France,Borussia M?nchengladbach,77.5,78.5,79.16666666666667,42.2,75.33333333333333,74.25
110,205923,B. Davies,Wales,Tottenham Hotspur,75.0,74.16666666666667,58.0,78.2,71.16666666666667,75.75
111,205362,M. Nastasi?,Serbia,FC Schalke 04,71.0,65.33333333333333,35.0,81.8,63.83333333333334,74.75
112,204884,B. Mendy,France,Manchester City,81.5,76.0,55.83333333333334,76.4,71.0,77.0
113,203890,S. Vrsaljko,Croatia,Inter,80.5,72.66666666666667,57.83333333333334,77.4,70.66666666666667,80.75
114,203486,T. Hazard,Belgium,Borussia M?nchengladbach,81.5,83.16666666666667,78.0,38.2,78.66666666666667,64.75
115,201454,F. Ghoulam,Algeria,Napoli,76.5,74.5,66.66666666666667,77.2,75.33333333333333,75.75
116,196889,S. Verdi,Italy,Napoli,87.0,84.66666666666667,73.83333333333333,48.2,81.66666666666667,55.5
117,195086,D. Lovren,Croatia,Liverpool,54.5,61.0,40.833333333333336,81.2,49.0,79.5
118,193532,G. Medel,Chile,Be?ikta? JK,71.0,77.0,54.83333333333334,79.0,59.83333333333334,86.25
119,192641,K. Vogt,Germany,TSG 1899 Hoffenheim,74.0,66.66666666666667,57.33333333333334,80.2,66.83333333333333,73.5
120,190972,E. Salvio,Argentina,SL Benfica,88.0,81.5,77.16666666666667,59.6,74.0,76.0
121,189881,C. Smalling,England,Manchester United,67.5,59.83333333333334,46.66666666666666,81.2,49.66666666666666,79.25
122,185239,O. Toprak,Turkey,Borussia Dortmund,77.0,69.66666666666667,40.66666666666666,81.2,55.0,73.75
123,183900,D. Perotti,Argentina,Roma,81.0,83.0,73.0,40.8,74.83333333333333,62.0
124,179784,B. H?wedes,Germany,Lokomotiv Moscow,52.0,68.33333333333333,48.5,82.0,56.83333333333334,73.75
125,179645,S. Kjær,Denmark,Sevilla FC,60.5,59.5,50.5,80.8,61.0,75.25
126,177458,S. Bender,Germany,Bayer 04 Leverkusen,68.5,66.83333333333333,51.83333333333334,82.8,52.33333333333334,78.75
127,173771,L. Piszczek,Poland,Borussia Dortmund,78.5,73.83333333333333,69.0,79.8,70.83333333333333,78.75
128,172522,D. Wass,Denmark,Valencia CF,75.0,76.0,74.16666666666667,71.0,81.33333333333333,70.25
129,169595,D. Rose,England,Tottenham Hotspur,78.5,76.5,63.5,77.4,69.66666666666667,78.0
130,169416,C. Vela,Mexico,Los Angeles FC,79.0,81.0,78.33333333333333,34.8,76.5,66.5
131,112316,J. Mathieu,France,Sporting CP,71.0,62.0,66.16666666666667,82.8,74.0,76.0
132,234035,Odriozola,Spain,Real Madrid,81.0,74.83333333333333,56.66666666666666,78.0,65.0,69.25
133,230347,Welington Dano,Brazil,Cruzeiro,79.0,80.16666666666667,56.5,74.8,73.5,74.25
134,228229,F. Balbuena,Paraguay,West Ham United,60.5,56.33333333333334,39.16666666666666,80.4,44.83333333333334,78.75
135,226851,B. Pavard,France,VfB Stuttgart,71.0,72.16666666666667,51.16666666666666,80.2,66.5,77.25
136,224334,M. Acu?a,Argentina,Sporting CP,77.0,83.16666666666667,74.83333333333333,74.4,80.66666666666667,82.75
137,221540,Ra?l,Brazil,SC Braga,51.5,63.16666666666666,52.83333333333334,80.6,53.16666666666666,83.25
138,220477,M. Caldara,Italy,Milan,67.0,65.5,34.833333333333336,82.6,38.5,74.5
139,216547,Rafa,Portugal,SL Benfica,92.0,84.0,67.16666666666667,36.2,70.5,54.25
140,211688,Gay?,Spain,Valencia CF,86.5,78.16666666666667,61.0,71.2,73.16666666666667,67.75
141,211256,N. Tagliafico,Argentina,Ajax,85.5,75.66666666666667,53.0,76.8,64.33333333333333,80.5
142,207862,M. Ginter,Germany,Borussia M?nchengladbach,62.0,64.66666666666667,58.33333333333334,81.6,61.16666666666666,72.25
143,207599,M. Keane,England,Everton,61.5,67.33333333333333,45.16666666666666,80.4,57.0,75.75
144,205988,L. Shaw,England,Manchester United,84.0,76.66666666666667,57.0,76.4,69.66666666666667,75.25
145,205705,Z. Feddal,Morocco,Real Betis,56.5,57.16666666666666,49.66666666666666,80.2,53.66666666666666,75.0
146,203747,H?ctor Beller?n,Spain,Arsenal,92.5,76.66666666666667,52.83333333333334,74.0,65.0,69.25
147,203605,P. Kade??bek,Czech Republic,TSG 1899 Hoffenheim,78.0,74.16666666666667,53.0,74.0,68.16666666666667,78.0
148,202849,J. Vestergaard,Denmark,Southampton,36.5,51.66666666666666,52.16666666666666,81.4,57.66666666666666,66.25
149,202695,J. Tarkowski,England,Burnley,59.0,67.5,45.33333333333334,80.0,63.5,77.75
150,201377,J. Murillo,Colombia,Valencia CF,75.5,69.5,43.83333333333334,79.2,50.66666666666666,82.25
151,201119,Ismaily,Brazil,Shakhtar Donetsk,82.0,79.66666666666667,66.0,72.8,69.0,71.25
152,200536,N. Schulz,Germany,TSG 1899 Hoffenheim,87.0,76.5,55.16666666666666,71.0,66.5,71.75
153,200458,L. Digne,France,Everton,75.5,76.33333333333333,62.0,76.2,73.16666666666667,74.0
154,199206,D. Vida,Croatia,Be?ikta? JK,75.0,66.0,41.16666666666666,81.4,53.33333333333334,78.75
155,197853,S. Aurier,Ivory Coast,Tottenham Hotspur,78.5,76.66666666666667,61.0,78.4,67.16666666666667,82.75
156,197061,J. Matip,Cameroon,Liverpool,62.0,65.16666666666667,48.83333333333334,81.4,60.33333333333334,72.75
157,195861,Y. Rakitskyi,Ukraine,Shakhtar Donetsk,70.5,72.83333333333333,64.33333333333333,78.6,76.16666666666667,81.0
158,194229,Hugo Mallo,Spain,RC Celta,71.0,73.66666666666667,39.66666666666666,75.6,67.16666666666667,79.5
159,194022,Andr? Almeida,Portugal,SL Benfica,65.5,73.16666666666667,57.5,79.6,70.16666666666667,80.0
160,193352,R. Rodr?guez,Switzerland,Milan,73.0,76.16666666666667,71.16666666666667,76.0,80.33333333333333,75.0
161,192789,Mario Gaspar,Spain,Villarreal CF,78.0,70.83333333333333,68.16666666666667,77.8,68.5,76.75
162,191687,Maicon,Brazil,Galatasaray SK,56.0,55.0,52.83333333333334,80.4,68.0,79.75
163,190815,D. Blind,Netherlands,Ajax,57.5,77.5,60.0,78.2,78.16666666666667,75.25
164,190264,Iago Falqu?,Spain,Torino,77.5,82.5,74.33333333333333,40.2,77.83333333333333,52.75
165,189354,Susaeta,Spain,Athletic Club de Bilbao,74.5,79.83333333333333,69.66666666666667,40.4,83.33333333333333,64.75
166,188829,N. Nkoulou,Cameroon,Torino,72.0,73.16666666666667,50.83333333333334,79.0,55.83333333333334,74.0
167,186547,M. Musacchio,Argentina,Milan,70.0,70.83333333333333,48.83333333333334,81.6,58.83333333333334,75.75
168,183427,F. Delph,England,Manchester City,73.5,81.5,69.5,75.4,71.66666666666667,75.75
169,180334,Marcelo,Brazil,Olympique Lyonnais,54.0,59.0,47.66666666666666,79.8,52.5,84.75
170,180216,S. Coleman,Republic of Ireland,Everton,76.0,77.66666666666667,66.0,78.6,65.83333333333333,73.75
171,178424,Antunes,Portugal,Getafe CF,77.5,75.66666666666667,71.16666666666667,76.0,77.0,72.75
172,177604,Nacho Monreal,Spain,Arsenal,69.5,75.16666666666667,62.5,79.4,67.66666666666667,72.5
173,176376,I. Piatti,Argentina,Montreal Impact,76.5,83.66666666666667,80.66666666666667,51.2,72.16666666666667,68.0
174,173208,D. Criscito,Italy,Genoa,77.5,71.83333333333333,63.83333333333334,79.0,76.0,80.25
175,166706,M. ?krtel,Slovakia,Fenerbah?e SK,55.5,57.83333333333334,38.5,79.8,43.66666666666666,79.25
176,165109,S. Radu,Romania,Lazio,69.0,71.0,61.83333333333334,82.4,59.66666666666666,70.75
177,164468,G. Cahill,England,Chelsea,45.0,61.33333333333334,54.66666666666666,81.8,47.5,76.25
178,159147,L. Perrin,France,AS Saint-?tienne,62.5,71.0,58.5,81.4,64.83333333333333,77.25
179,158625,Dante,Brazil,OGC Nice,39.5,66.83333333333333,51.0,80.6,62.66666666666666,70.5
180,156713,A. Granqvist,Sweden,,47.5,59.5,59.0,81.4,52.33333333333334,73.75
181,146760,Juanfran,Spain,Atl?tico Madrid,80.0,74.33333333333333,59.66666666666666,74.2,72.5,75.0
182,139997,D. Srna,Croatia,Cagliari,72.5,75.0,76.83333333333333,75.4,85.33333333333333,74.0
183,121944,B. Schweinsteiger,Germany,Chicago Fire,36.5,73.5,76.0,75.4,79.66666666666667,72.5
184,239818,R?ben Dias,Portugal,SL Benfica,63.5,60.66666666666666,36.5,78.2,40.0,81.25
185,236632,David Neres,Brazil,Ajax,85.5,82.66666666666667,71.16666666666667,36.6,65.16666666666667,61.5
186,230212,Ant?nio Chiamuloira,Brazil,Internacional,69.5,58.83333333333334,46.5,78.6,57.66666666666666,79.75
187,230201,Maikel Catarino,Brazil,Atl?tico Mineiro,79.5,74.5,50.5,75.8,65.66666666666667,65.0
188,225953,S. Bergwijn,Netherlands,PSV,87.5,80.5,70.83333333333333,35.6,69.16666666666667,66.25
189,225711,A. Diallo,France,Borussia Dortmund,76.0,75.33333333333333,40.16666666666666,78.2,61.0,78.5
190,224254,C. Pav?n,Argentina,Boca Juniors,91.5,79.5,72.33333333333333,45.2,74.33333333333333,70.5
191,223682,Granell,Spain,Girona FC,62.5,74.16666666666667,71.0,64.8,78.16666666666667,68.0
192,223061,F. Cervi,Argentina,SL Benfica,91.5,85.66666666666667,63.83333333333334,50.4,74.0,62.75
193,221660,V. Lindel?f,Sweden,Manchester United,72.5,70.16666666666667,49.0,77.8,68.83333333333333,76.25
194,216150,D. Zappacosta,Italy,Chelsea,76.5,74.0,67.5,75.6,70.0,74.25
195,211368,Bruma,Portugal,RB Leipzig,91.5,83.33333333333333,71.66666666666667,34.4,70.66666666666667,67.0
196,210455,Jonny,Spain,Wolverhampton Wanderers,77.5,73.33333333333333,48.0,77.6,63.0,76.0
197,208920,N. Ak?,Netherlands,Bournemouth,74.5,71.33333333333333,52.83333333333334,78.4,66.5,76.5
198,208334,J. Hector,Germany,1. FC K?ln,76.0,73.83333333333333,60.5,77.2,72.16666666666667,73.75
199,207993,S. Kola?inac,Bosnia Herzegovina,Arsenal,71.5,66.66666666666667,59.5,76.2,55.66666666666666,84.5
200,205193,K. Rekik,Netherlands,Hertha BSC,67.5,66.66666666666667,40.16666666666666,79.2,52.16666666666666,78.0
201,204638,W. Orban,Hungary,RB Leipzig,52.0,59.5,35.333333333333336,79.2,43.66666666666666,80.25
202,204614,M?rio Rui,Portugal,Napoli,85.5,80.5,56.83333333333334,72.0,70.83333333333333,77.5
203,204525,I?igo Mart?nez,Spain,Athletic Club de Bilbao,72.5,66.0,53.5,78.4,62.0,80.75
204,204311,K. Zouma,France,Everton,65.0,58.5,53.0,77.8,58.33333333333334,81.5
205,204082,J. Brooks,United States,VfL Wolfsburg,71.0,65.16666666666667,39.16666666666666,79.0,49.33333333333334,73.0
206,202562,J. Roussillon,France,VfL Wolfsburg,86.0,75.66666666666667,63.5,75.0,70.33333333333333,77.25
207,202201,J. Gouweleeuw,Netherlands,FC Augsburg,68.5,67.33333333333333,57.83333333333334,79.0,60.0,74.0
208,201862,M. Rojo,Argentina,Manchester United,68.5,68.16666666666667,60.33333333333334,78.4,66.66666666666667,79.75
209,201510,L. Kurzawa,France,Paris Saint-Germain,76.5,76.5,66.66666666666667,75.8,72.0,77.0
210,201505,David L?pez,Spain,RCD Espanyol,58.0,64.16666666666667,61.83333333333334,77.8,59.66666666666666,77.75
211,201143,A. Mandi,Algeria,Real Betis,65.5,71.5,46.66666666666666,81.0,68.83333333333333,73.5
212,201042,D. Sidib?,France,AS Monaco,78.5,74.0,59.83333333333334,74.4,74.83333333333333,81.25
213,200641,Y. Konoplyanka,Ukraine,FC Schalke 04,84.0,79.16666666666667,74.5,32.4,77.16666666666667,61.25
214,200260,S. Berghuis,Netherlands,Feyenoord,77.5,77.5,76.5,37.0,77.83333333333333,61.5
215,199304,Danilo,Brazil,Manchester City,74.5,72.5,72.33333333333333,76.6,72.66666666666667,76.75
216,198200,B. Stambouli,France,FC Schalke 04,64.0,72.0,54.5,78.2,60.0,75.75
217,197083,D. Caligiuri,Italy,FC Schalke 04,77.5,77.66666666666667,76.16666666666667,70.2,74.83333333333333,76.25
218,194957,P. Jones,England,Manchester United,56.5,63.16666666666666,52.83333333333334,79.4,54.5,77.75
219,193601,G. Pezzella,Argentina,Fiorentina,52.0,58.5,46.16666666666666,80.0,42.5,74.5
220,193171,Jaume Costa,Spain,Villarreal CF,80.0,73.16666666666667,58.33333333333334,76.2,67.83333333333333,74.75
221,190456,N. Clyne,England,Liverpool,77.5,76.33333333333333,60.0,77.6,64.33333333333333,72.0
222,190149,De Marcos,Spain,Athletic Club de Bilbao,84.0,76.33333333333333,63.0,71.0,69.5,80.25
223,189682,B. Mee,England,Burnley,62.5,68.33333333333333,38.66666666666666,79.6,53.83333333333334,81.75
224,189681,Rafael,Brazil,Olympique Lyonnais,81.0,79.33333333333333,63.83333333333334,74.0,70.66666666666667,80.5
225,189433,B. H?bner,Germany,TSG 1899 Hoffenheim,54.5,60.5,38.333333333333336,81.6,47.66666666666666,69.75
226,187347,I. Smolnikov,Russia,,87.0,74.66666666666667,60.0,74.4,65.66666666666667,77.75
227,186832,K. Asamoah,Ghana,Inter,77.0,80.83333333333333,72.5,76.8,75.66666666666667,77.75
228,184949,Mariano,Brazil,Galatasaray SK,83.0,75.16666666666667,66.5,71.0,73.5,77.0
229,183892,G. Mercado,Argentina,Sevilla FC,75.0,66.33333333333333,60.66666666666666,78.2,64.33333333333333,79.0
230,183285,M. Sakho,France,Crystal Palace,52.0,60.5,34.666666666666664,77.8,56.16666666666666,80.75
231,182002,Sidnei,Brazil,Real Betis,64.0,59.16666666666666,48.66666666666666,77.2,52.5,78.5
232,169705,R. Bertrand,England,Southampton,77.0,74.83333333333333,53.5,76.4,69.83333333333333,72.75
233,169115,A. Masiello,Italy,Atalanta,56.5,64.16666666666667,40.0,80.2,52.0,73.25
234,160741,D. Abraham,Argentina,Eintracht Frankfurt,77.5,62.16666666666666,55.5,78.4,58.83333333333334,76.0
235,152908,A. Young,England,Manchester United,74.5,77.16666666666667,67.66666666666667,71.8,78.33333333333333,68.75
236,108080,S. Lichtsteiner,Switzerland,Arsenal,67.0,76.83333333333333,63.16666666666666,78.0,70.16666666666667,75.25
237,240130,?der Milit?o,Brazil,FC Porto,77.5,70.66666666666667,50.83333333333334,77.0,59.0,82.5
238,235805,F. Chiesa,Italy,Fiorentina,85.0,79.66666666666667,72.5,42.6,66.33333333333333,64.75
239,235212,A. Hakimi,Morocco,Borussia Dortmund,90.0,75.83333333333333,60.16666666666666,71.4,67.33333333333333,73.25
240,232862,S. Nakajima,Japan,Portimonense SC,92.0,84.66666666666667,72.66666666666667,37.6,71.33333333333333,61.75
241,231281,T. Alexander-Arnold,England,Liverpool,80.5,73.5,57.83333333333334,72.0,75.66666666666667,70.0
242,230360,Everticinho,Brazil,Gr?mio,80.0,76.66666666666667,71.0,72.4,69.83333333333333,72.5
243,230184,Ronaldo Esler,Brazil,Atl?tico Mineiro,87.0,80.33333333333333,60.66666666666666,72.6,64.0,60.25
244,229984,B. Chilwell,England,Leicester City,81.5,72.83333333333333,53.0,73.4,69.0,74.25
245,228881,D. Calabria,Italy,Milan,79.0,76.0,48.0,74.8,66.0,73.0
246,228618,F. Mendy,France,Olympique Lyonnais,87.0,78.5,60.33333333333334,72.8,67.33333333333333,78.25
