,ID,Name,Nationality,Club,Pace,DribblingA,Shooting,Defending,Passing,Physicality
32,189068,B. Dost,Netherlands,Sporting CP,51.5,62.0,83.83333333333333,48.4,51.16666666666666,73.75
33,186627,M. Balotelli,Italy,OGC Nice,79.0,72.66666666666667,83.66666666666667,29.8,73.66666666666667,74.0
34,208830,J. Vardy,England,Leicester City,90.0,78.83333333333333,80.83333333333333,55.4,61.0,80.25
35,208596,A. Belotti,Italy,Torino,78.5,76.33333333333333,79.66666666666667,45.0,55.5,83.25
36,201153,Morata,Spain,Chelsea,81.0,74.33333333333333,77.83333333333333,36.2,66.33333333333333,71.5
37,199451,W. Ben Yedder,France,Sevilla FC,85.0,85.33333333333333,78.83333333333333,42.2,75.5,66.25
38,198951,C. Bakambu,DR Congo,Beijing Sinobo Guoan FC,88.0,79.16666666666667,79.33333333333333,38.4,70.0,76.5
39,198717,W. Zaha,Ivory Coast,Crystal Palace,90.5,84.16666666666667,71.33333333333333,29.8,67.66666666666667,70.25
40,198706,Luis Alberto,Spain,Lazio,74.5,80.33333333333333,74.5,32.8,84.16666666666667,55.75
41,198164,Jonathan Viera,Spain,Beijing Sinobo Guoan FC,81.0,84.66666666666667,73.0,58.6,79.5,72.5
42,195093,Willian Jos?,Brazil,Real Sociedad,63.5,70.5,82.0,44.2,64.83333333333333,75.0
43,184431,S. Giovinco,Italy,Toronto FC,84.0,86.5,78.5,28.0,82.0,57.0
44,184200,M. Arnautovi?,Austria,West Ham United,81.0,77.33333333333333,79.33333333333333,49.6,76.66666666666667,78.25
45,183574,M. Kruse,Germany,SV Werder Bremen,68.0,81.33333333333333,83.0,46.6,79.5,67.75
46,178509,O. Giroud,France,Chelsea,46.5,70.83333333333333,81.66666666666667,45.2,68.66666666666667,77.5
47,113422,David Villa,Spain,New York City FC,69.5,79.66666666666667,83.16666666666667,38.4,75.33333333333333,67.5
48,106231,Aduriz,Spain,Athletic Club de Bilbao,65.0,72.5,82.0,53.2,61.0,78.5
49,221992,H. Lozano,Mexico,PSV,93.5,80.83333333333333,74.16666666666667,42.8,71.33333333333333,69.5
50,216475,Morales,Spain,Levante UD,88.0,81.0,75.5,55.0,75.16666666666667,65.5
51,207877,J. Mart?nez,Venezuela,Atlanta United,90.5,81.33333333333333,75.83333333333333,30.4,59.83333333333334,74.25
52,207664,C. Bacca,Colombia,Villarreal CF,74.0,78.0,78.66666666666667,35.8,63.0,68.0
53,205175,A. Milik,Poland,Napoli,71.5,71.66666666666667,81.83333333333333,43.0,64.66666666666667,70.0
54,202685,S. Zaza,Italy,Torino,79.0,75.16666666666667,80.0,53.0,60.16666666666666,85.0
55,200610,K. Volland,Germany,Bayer 04 Leverkusen,77.5,79.83333333333333,79.5,43.4,77.0,81.5
56,200454,Paco Alc?cer,Spain,Borussia Dortmund,81.0,82.0,79.0,40.0,64.33333333333333,65.75
57,187491,F. Smolov,Russia,Lokomotiv Moscow,86.5,73.83333333333333,80.33333333333333,36.0,69.5,70.75
58,187072,L. Stindl,Germany,Borussia M?nchengladbach,70.5,79.33333333333333,82.16666666666667,58.8,76.83333333333333,73.5
59,159261,F. Quagliarella,Italy,Sampdoria,70.0,77.5,85.83333333333333,33.0,74.66666666666667,63.75
60,159145,B. Gomis,France,Al Hilal,69.5,72.33333333333333,80.66666666666667,41.8,62.33333333333334,69.25
61,144622,Raffael,Brazil,Borussia M?nchengladbach,70.0,83.16666666666667,77.66666666666667,44.8,79.0,65.0
62,45186,Joaqu?n,Spain,Real Betis,67.0,78.66666666666667,75.66666666666667,43.0,83.0,51.0
63,239207,M. G?mez,Uruguay,RC Celta,63.0,65.5,77.66666666666667,36.0,61.83333333333334,72.25
64,227536,M. Marega,Mali,FC Porto,87.5,65.16666666666667,78.33333333333333,44.0,56.5,85.75
65,221639,Mariano,Dominican Republic,Real Madrid,84.5,74.66666666666667,78.66666666666667,48.4,64.16666666666667,84.5
66,212623,Santi Mina,Spain,Valencia CF,79.0,77.16666666666667,75.5,54.2,66.0,72.75
67,205693,S. Haller,France,Eintracht Frankfurt,72.0,71.33333333333333,79.33333333333333,48.6,52.5,79.25
68,204529,M. Batshuayi,Belgium,Valencia CF,76.5,78.16666666666667,79.0,36.6,56.5,71.75
69,204399,E. Zahavi,Israel,Guangzhou R&F; FC,72.5,79.33333333333333,77.0,42.2,73.33333333333333,71.0
70,202477,Deulofeu,Spain,Watford,88.5,82.5,71.5,30.2,75.33333333333333,58.5
71,200318,M. Uth,Germany,FC Schalke 04,76.5,76.33333333333333,80.83333333333333,40.0,65.83333333333333,70.0
72,199110,L. Muriel,Colombia,Sevilla FC,87.5,81.16666666666667,75.5,30.6,67.0,66.5
73,199069,V. Aboubakar,Cameroon,FC Porto,79.5,76.5,78.83333333333333,39.2,71.33333333333333,80.75
74,194879,Sergi Enrich,Spain,SD Eibar,62.5,74.0,76.16666666666667,46.2,64.0,77.5
75,189805,L. de Jong,Netherlands,PSV,55.0,69.5,77.16666666666667,51.0,67.33333333333333,75.0
76,186537,C. Stuani,Uruguay,Girona FC,69.5,73.66666666666667,78.33333333333333,51.8,66.5,80.75
77,180175,Alexandre Pato,Brazil,Tianjin Quanjian FC,84.5,77.5,76.16666666666667,35.0,68.83333333333333,70.0
78,176600,K. Gameiro,France,Valencia CF,85.5,79.0,79.5,45.4,73.66666666666667,72.5
79,172114,D. Valeri,Argentina,Portland Timbers,61.0,78.0,81.16666666666667,43.0,79.0,66.5
80,171833,D. Sturridge,England,Liverpool,75.0,76.0,78.83333333333333,27.8,66.66666666666667,62.75
81,153244,A. Gignac,France,Tigres U.A.N.L.,70.5,70.16666666666667,80.33333333333333,45.2,71.5,78.0
82,150418,M. G?mez,Germany,VfB Stuttgart,64.5,69.66666666666667,77.0,38.6,57.66666666666666,73.75
83,54050,W. Rooney,England,DC United,65.0,77.5,81.5,56.6,81.5,76.75
84,49369,Fernando Torres,Spain,Sagan Tosu,74.5,70.33333333333333,77.83333333333333,35.2,69.5,67.25
85,231943,Richarlison,Brazil,Everton,84.0,78.33333333333333,72.33333333333333,47.2,68.5,79.0
86,231478,L. Mart?nez,Argentina,Inter,82.5,76.33333333333333,72.5,40.6,57.33333333333334,79.0
87,230498,Luimo Boas Santos,Brazil,Santos,84.0,77.83333333333333,78.0,31.8,64.33333333333333,68.0
88,228941,Andr? Silva,Portugal,Sevilla FC,80.0,76.16666666666667,76.66666666666667,47.0,59.33333333333334,77.75
89,224069,K. Toko-Ekambi,Cameroon,Villarreal CF,83.5,78.0,75.33333333333333,32.2,65.16666666666667,65.25
90,219932,A. Sanabria,Paraguay,Real Betis,78.0,78.0,73.16666666666667,36.6,69.0,63.0
91,216497,M. Philipp,Germany,Borussia Dortmund,81.5,78.5,79.33333333333333,43.8,68.83333333333333,62.5
92,216388,A. Saint-Maximin,France,OGC Nice,92.0,83.0,66.66666666666667,26.4,65.33333333333333,61.0
93,215353,L. Alario,Argentina,Bayer 04 Leverkusen,72.0,73.66666666666667,76.16666666666667,34.4,53.66666666666666,77.75
94,215061,D. Benedetto,Argentina,Boca Juniors,81.0,74.16666666666667,78.66666666666667,40.8,64.83333333333333,76.5
95,207732,Roger,Spain,Levante UD,78.5,75.5,79.16666666666667,43.6,58.16666666666666,71.5
96,203757,Z? Lu?s,Cape Verde,Spartak Moscow,80.5,73.0,74.16666666666667,38.2,58.5,79.75
97,198715,Sergio Le?n,Spain,Real Betis,75.5,77.66666666666667,79.16666666666667,44.0,57.5,72.25
98,196978,C. Wilson,England,Bournemouth,88.0,75.16666666666667,75.16666666666667,41.2,60.33333333333334,71.25
99,192991,C. Tosun,Turkey,Everton,73.5,74.83333333333333,79.0,39.0,67.0,75.5
100,192678,Kike Garc?a,Spain,SD Eibar,68.0,68.66666666666667,77.83333333333333,41.4,54.16666666666666,73.75
101,192598,Elkeson,Brazil,Shanghai SIPG FC,81.0,75.83333333333333,78.5,51.4,73.66666666666667,75.0
102,192064,Ricardo Goulart,Brazil,Guangzhou Evergrande Taobao FC,78.5,77.0,76.0,44.2,73.5,66.75
103,188081,Alex Teixeira,Brazil,Jiangsu Suning FC,91.5,83.33333333333333,76.0,45.8,69.0,72.25
104,185431,N. Kalini?,Croatia,Atl?tico Madrid,70.0,72.33333333333333,75.16666666666667,45.2,60.66666666666666,71.0
105,183580,N. Petersen,Germany,SC Freiburg,59.5,70.16666666666667,78.66666666666667,46.4,55.83333333333334,70.75
106,181820,S. Joveti?,Montenegro,AS Monaco,70.5,77.66666666666667,80.0,39.4,76.0,65.0
107,178311,Eder,Italy,Jiangsu Suning FC,84.5,80.5,78.5,32.2,73.66666666666667,62.0
108,178224,J. Hern?ndez,Mexico,West Ham United,73.0,77.5,76.5,36.0,62.33333333333334,65.25
109,177633,?ngel,Spain,Getafe CF,74.0,77.66666666666667,77.66666666666667,37.0,56.5,67.0
110,164029,Charles,Brazil,SD Eibar,61.5,79.0,79.66666666666667,38.8,59.66666666666666,73.25
111,142707,L. L?pez,Argentina,Racing Club,80.0,80.0,78.0,50.4,72.33333333333333,74.25
112,124375,B. Yılmaz,Turkey,Trabzonspor,80.0,68.33333333333333,80.33333333333333,37.8,64.66666666666667,74.75
113,53050,E. Adebayor,Togo,Medipol Ba?ak?ehir FK,68.5,70.5,76.16666666666667,38.4,61.5,71.25
114,242348,Loren,Spain,Real Betis,64.5,70.83333333333333,78.16666666666667,34.0,53.0,56.75
115,232432,L. Jovi?,Serbia,Eintracht Frankfurt,76.0,73.83333333333333,75.0,32.0,60.66666666666666,67.0
116,227476,Soares,Brazil,FC Porto,82.5,74.16666666666667,74.33333333333333,49.4,56.83333333333334,80.5
117,224116,Dyego Sousa,Brazil,SC Braga,56.0,64.16666666666667,78.33333333333333,36.0,48.33333333333334,79.75
118,223689,W. Weghorst,Netherlands,VfL Wolfsburg,61.0,67.5,74.16666666666667,40.8,49.83333333333334,80.5
119,223627,O. Al Soma,Syria,Al Ahli,72.0,71.83333333333333,76.33333333333333,43.6,68.66666666666667,75.25
120,216816,G. Simeone,Argentina,Fiorentina,78.5,75.66666666666667,74.66666666666667,42.0,58.66666666666666,75.0
121,215333,D. Zapata,Colombia,Atalanta,71.5,70.0,75.5,39.2,50.33333333333334,74.0
122,205850,L. Pavoletti,Italy,Cagliari,64.5,68.83333333333333,73.5,40.8,43.66666666666666,74.0
123,205431,N. F?llkrug,Germany,Hannover 96,65.0,68.5,77.0,39.6,62.83333333333334,73.0
124,204838,R. Jim?nez,Mexico,Wolverhampton Wanderers,72.5,70.0,78.83333333333333,48.4,65.66666666666667,75.5
125,204819,E. Sala,Argentina,FC Nantes,58.5,70.83333333333333,77.66666666666667,63.0,61.5,82.0
126,204385,S. Garc?a,Uruguay,Godoy Cruz,66.5,71.83333333333333,78.16666666666667,31.8,64.0,81.0
127,202851,G. Defrel,France,Sampdoria,87.5,78.16666666666667,76.83333333333333,37.6,68.0,53.0
128,199602,J. Guidetti,Sweden,Deportivo Alav?s,65.0,72.16666666666667,79.83333333333333,44.0,68.0,72.75
129,199354,Lucas P?rez,Spain,West Ham United,77.0,76.16666666666667,79.16666666666667,36.2,76.5,67.25
130,184252,L. Pratto,Argentina,River Plate,69.0,71.0,77.5,51.4,66.0,78.25
131,187607,A. Dzyuba,Russia,,65.5,62.5,75.66666666666667,34.2,64.0,77.0
132,150516,L. Podolski,Germany,Vissel Kobe,75.5,74.66666666666667,82.5,46.8,75.33333333333333,73.5
133,177666,M. Harnik,Austria,SV Werder Bremen,75.5,71.5,74.83333333333333,48.8,67.0,79.5
134,203280,V. Germain,France,Olympique de Marseille,76.0,77.5,77.16666666666667,41.2,73.5,71.5
135,156432,G. Hoarau,France,BSC Young Boys,48.0,70.33333333333333,77.66666666666667,47.6,65.33333333333333,72.25
136,183569,E. Choupo-Moting,Cameroon,Paris Saint-Germain,77.0,75.66666666666667,72.66666666666667,40.2,66.16666666666667,68.5
137,198683,M. Gabbiadini,Italy,Southampton,68.5,71.16666666666667,76.83333333333333,29.8,72.16666666666667,66.25
138,188955,G. Bou,Argentina,Racing Club,78.0,76.0,75.5,35.0,68.16666666666667,71.0
139,110376,Jonatan Soriano,Spain,Beijing Sinobo Guoan FC,60.0,77.0,77.66666666666667,36.4,75.5,67.5
140,196144,J. Mart?nez,Colombia,Portimonense SC,69.5,70.33333333333333,74.5,44.6,61.66666666666666,78.0
141,182836,A. Carroll,England,West Ham United,46.5,66.33333333333333,76.83333333333333,50.2,57.16666666666666,78.25
142,196150,T. Guti?rrez,Colombia,Junior FC,61.0,76.83333333333333,76.83333333333333,33.0,69.66666666666667,75.5
143,199737,Wilson Eduardo,Portugal,SC Braga,79.5,75.66666666666667,78.66666666666667,34.2,72.83333333333333,64.75
144,189757,A. Prijovi?,Serbia,PAOK,73.0,67.33333333333333,71.33333333333333,40.2,52.33333333333334,76.0
145,219455,J. Calleri,Argentina,Deportivo Alav?s,71.5,75.16666666666667,72.5,49.2,56.5,73.25
146,169792,J. Rodriguez,England,West Bromwich Albion,76.0,73.33333333333333,75.16666666666667,43.2,62.16666666666666,67.5
147,162369,V. Ibi?evi?,Bosnia Herzegovina,Hertha BSC,42.5,71.5,79.33333333333333,43.8,64.83333333333333,70.5
148,189250,S. Rond?n,Venezuela,Newcastle United,68.5,67.0,74.16666666666667,37.8,52.33333333333334,75.0
149,148803,K. Huntelaar,Netherlands,Ajax,53.5,68.5,76.66666666666667,38.8,63.16666666666666,69.25
150,226378,R. ?bila,Argentina,Boca Juniors,67.5,73.16666666666667,74.66666666666667,35.0,53.0,76.25
151,152912,J. Sand,Argentina,Deportivo Cali,43.0,74.5,80.0,44.0,60.66666666666666,69.25
152,137809,V?gner Love,Brazil,Be?ikta? JK,74.5,75.66666666666667,77.5,41.4,57.33333333333334,74.25
153,195671,C. Austin,England,Southampton,60.0,68.66666666666667,78.5,41.4,54.5,70.25
154,153177,M. Z?rate,Argentina,Boca Juniors,77.5,80.0,77.0,41.6,69.83333333333333,68.0
155,220253,Munir,Spain,FC Barcelona,79.0,77.33333333333333,74.83333333333333,36.2,68.0,60.75
156,183389,G. Sio,Ivory Coast,,81.5,74.5,74.83333333333333,31.8,70.5,74.75
157,140384,J?,Brazil,Nagoya Grampus,69.0,70.83333333333333,74.66666666666667,34.4,64.33333333333333,69.75
158,154472,Jorge Molina,Spain,Getafe CF,37.5,60.33333333333334,79.66666666666667,43.8,60.66666666666666,68.0
159,185195,O. Ighalo,Nigeria,Changchun Yatai FC,82.5,76.66666666666667,71.33333333333333,40.8,55.66666666666666,78.5
160,188268,L. Acosta,Argentina,Club Atl?tico Lan?s,92.5,82.5,71.16666666666667,39.2,64.0,66.0
161,50542,J. Defoe,England,Bournemouth,68.0,79.16666666666667,81.33333333333333,29.0,59.83333333333334,59.75
162,208498,M. Dabbur,Israel,FC Red Bull Salzburg,75.0,72.83333333333333,74.83333333333333,36.0,64.83333333333333,71.75
163,205427,Djaniny,Cape Verde,Al Ahli,81.5,75.16666666666667,71.33333333333333,38.8,64.0,72.25
164,192123,C. Wood,New Zealand,Burnley,71.5,69.66666666666667,76.33333333333333,44.2,59.33333333333334,76.0
165,230524,Formosandrinho,Brazil,Botafogo,81.0,75.33333333333333,73.5,29.8,58.66666666666666,60.25
166,199559,R. Inglese,Italy,Parma,60.0,66.5,74.0,32.8,47.5,68.5
167,172937,G. Murray,England,Brighton & Hove Albion,34.0,71.16666666666667,77.83333333333333,45.2,55.33333333333334,73.75
168,212878,N. Castillo,Chile,SL Benfica,69.0,71.5,77.83333333333333,40.6,60.66666666666666,79.25
169,213135,D. Origi,Belgium,Liverpool,77.5,72.33333333333333,72.5,31.8,60.83333333333334,70.75
170,212626,D. Selke,Germany,Hertha BSC,74.0,67.83333333333333,75.16666666666667,44.2,49.5,75.75
171,237715,P. Cutrone,Italy,Milan,76.0,73.5,72.66666666666667,32.8,53.0,70.25
172,175254,F. Caicedo,Ecuador,Lazio,70.0,70.83333333333333,75.66666666666667,48.2,64.16666666666667,74.75
173,215716,A. Mitrovi?,Serbia,Fulham,62.0,70.5,75.66666666666667,32.0,49.66666666666666,80.5
174,152997,D. Cvitanich,Argentina,Club Atl?tico Banfield,65.0,75.83333333333333,74.66666666666667,41.8,68.16666666666667,73.25
175,224933,K. Lasagna,Italy,Udinese,88.5,76.33333333333333,72.66666666666667,33.2,57.0,63.5
176,152999,R. Palacio,Argentina,Bologna,78.0,80.66666666666667,73.5,43.2,70.66666666666667,70.0
177,200875,E. Gigliotti,Argentina,Independiente,62.0,68.83333333333333,74.5,46.2,56.66666666666666,76.25
178,199852,N. Jørgensen,Denmark,Feyenoord,74.0,71.66666666666667,75.16666666666667,40.8,68.0,73.25
179,225713,J. Augustin,France,RB Leipzig,86.5,75.16666666666667,73.83333333333333,31.4,56.16666666666666,61.5
180,224179,Borja Iglesias,Spain,RCD Espanyol,67.0,70.33333333333333,76.5,34.8,53.83333333333334,70.0
181,213432,F. Ferreyra,Argentina,SL Benfica,71.0,75.33333333333333,74.66666666666667,36.6,54.33333333333334,70.0
182,183483,K. Mitroglou,Greece,Olympique de Marseille,57.5,63.16666666666666,74.66666666666667,26.4,66.0,75.0
183,232381,Wesley,Brazil,Club Brugge KV,73.5,65.83333333333333,71.33333333333333,37.4,63.5,78.75
184,192445,D. Ginczek,Germany,VfL Wolfsburg,75.0,65.33333333333333,76.16666666666667,39.4,49.33333333333334,74.0
185,115909,Rub?n Castro,Spain,UD Las Palmas,75.0,78.5,76.5,34.0,63.83333333333334,59.5
186,216531,Paulinho,Portugal,SC Braga,67.5,71.66666666666667,74.66666666666667,43.8,55.16666666666666,75.5
187,223197,E. ?nal,Turkey,Real Valladolid CF,74.5,73.0,76.5,38.4,61.5,65.75
188,225018,F. Andone,Romania,Brighton & Hove Albion,74.5,76.16666666666667,76.0,52.6,60.33333333333334,81.0
189,173818,Adri?n,Spain,FC Porto,65.5,74.5,76.0,31.6,65.5,62.0
190,198140,R. Funes Mori,Argentina,Monterrey,76.5,75.66666666666667,74.0,48.0,67.5,79.5
191,234236,P. Schick,Czech Republic,Roma,73.5,77.16666666666667,70.83333333333333,37.8,67.33333333333333,65.0
192,200197,N. Blandi,Argentina,San Lorenzo de Almagro,62.5,72.16666666666667,77.0,42.6,56.16666666666666,68.75
193,189963,W. Bony,Ivory Coast,Swansea City,50.5,67.33333333333333,77.5,42.6,57.83333333333334,68.25
194,188428,S. Doumbia,Ivory Coast,Girona FC,88.0,72.66666666666667,74.16666666666667,42.0,64.16666666666667,66.5
195,195859,D. Ings,England,Southampton,77.5,74.66666666666667,71.66666666666667,36.6,58.83333333333334,69.75
196,213013,F. Acheampong,Ghana,Tianjin TEDA FC,93.0,80.16666666666667,71.16666666666667,51.2,62.16666666666666,79.25
197,186905,A. Barnes,Austria,Burnley,62.0,74.0,75.5,49.4,64.16666666666667,81.0
198,184858,Alan Kardec,Brazil,Chongqing Dangdai Lifan FC SWM Team,71.5,69.16666666666667,73.33333333333333,38.8,61.0,71.25
199,224540,E. Boateng,Ghana,Levante UD,88.5,76.5,71.16666666666667,42.4,54.0,76.75
200,185373,I. Popov,Bulgaria,Spartak Moscow,76.5,72.33333333333333,73.83333333333333,50.2,72.83333333333333,69.0
201,179746,S. Vokes,Wales,Burnley,52.5,67.0,75.83333333333333,47.0,60.66666666666666,81.5
202,215590,Ayoze P?rez,Spain,Newcastle United,76.0,78.33333333333333,73.0,43.2,63.33333333333334,67.75
203,243238,J?nior Moraes,Brazil,Shakhtar Donetsk,75.0,72.66666666666667,73.16666666666667,31.4,47.83333333333334,63.0
204,189225,B. Fornaroli,Uruguay,Melbourne City FC,76.0,77.5,73.33333333333333,41.6,64.83333333333333,73.75
205,184111,C. Benteke,Belgium,Crystal Palace,63.5,64.66666666666667,72.16666666666667,37.4,60.33333333333334,72.75
206,201013,L. Teodorczyk,Poland,Udinese,70.0,66.66666666666667,73.66666666666667,37.0,55.83333333333334,77.25
207,193338,M. Destro,Italy,Bologna,73.0,74.5,72.16666666666667,33.2,57.16666666666666,66.25
208,234045,H. Onyekuru,Nigeria,Galatasaray SK,90.0,78.33333333333333,71.0,35.0,61.5,64.5
209,146758,Soldado,Spain,Fenerbah?e SK,58.0,71.5,77.33333333333333,46.8,69.16666666666667,68.5
210,191565,Y. ?sako,Japan,SV Werder Bremen,76.5,77.5,71.5,45.6,62.83333333333334,70.25
211,213582,A. Ruiz,Argentina,Club Atl?tico Col?n,59.5,77.0,77.5,37.2,77.16666666666667,65.25
212,228687,K. Dolberg,Denmark,Ajax,74.5,74.0,76.83333333333333,32.4,61.83333333333334,63.75
213,207441,L. Vietto,Argentina,Fulham,77.5,77.66666666666667,74.0,44.4,69.33333333333333,65.0
214,186961,A. Paloschi,Italy,SPAL,73.0,74.5,71.83333333333333,32.0,56.33333333333334,79.5
215,162131,Llorente,Spain,Tottenham Hotspur,30.5,62.0,76.16666666666667,37.8,55.5,64.0
216,199254,Jo?o Pedro,Brazil,Cagliari,75.5,72.0,74.33333333333333,41.0,69.5,72.0
217,223578,Mata,Spain,Getafe CF,74.0,64.33333333333333,75.66666666666667,35.4,55.16666666666666,73.5
218,194138,A. Gray,England,Watford,87.0,73.16666666666667,73.5,33.6,58.33333333333334,72.25
219,217699,I. Slimani,Algeria,Fenerbah?e SK,55.5,67.66666666666667,75.66666666666667,48.2,63.83333333333334,80.5
220,211302,G. Lapadula,Italy,Genoa,78.5,76.5,72.5,30.2,58.33333333333334,71.25
221,230502,D?nildo Stein,Brazil,Cruzeiro,75.5,68.83333333333333,73.33333333333333,35.6,61.33333333333334,60.5
222,228717,Y. Mut?,Japan,Newcastle United,77.5,77.0,71.33333333333333,43.6,64.0,66.0
223,176237,J. Altidore,United States,Toronto FC,70.5,65.66666666666667,74.16666666666667,37.0,62.83333333333334,78.75
224,209519,G. Laborde,France,Montpellier HSC,69.0,71.66666666666667,71.5,35.6,60.33333333333334,78.5
225,190577,S. Blanco,Argentina,Portland Timbers,77.0,76.5,72.5,36.6,68.83333333333333,72.0
226,211321,M. Konat?,Senegal,Amiens SC,86.0,73.16666666666667,70.83333333333333,28.8,49.5,66.75
227,134779,J. Briand,France,FC Girondins de Bordeaux,68.5,72.83333333333333,74.83333333333333,49.4,71.16666666666667,74.25
228,197756,J. Ayew,Ghana,Crystal Palace,76.5,75.5,74.0,47.8,70.0,73.5
229,201858,N. Sansone,Italy,Villarreal CF,80.5,78.33333333333333,75.83333333333333,45.2,71.66666666666667,64.5
230,211591,M. Demb?l?,France,Olympique Lyonnais,81.5,73.33333333333333,72.83333333333333,32.8,54.5,76.25
231,220295,E. Valencia,Ecuador,Tigres U.A.N.L.,87.5,75.0,73.0,44.0,67.33333333333333,75.25
232,215689,A. Petagna,Italy,SPAL,60.0,69.0,68.66666666666667,37.4,58.83333333333334,73.75
233,210315,De Tom?s,Spain,Rayo Vallecano,69.5,69.83333333333333,77.16666666666667,37.0,55.66666666666666,69.25
234,188044,Alan Carvalho,Brazil,Guangzhou Evergrande Taobao FC,80.5,77.16666666666667,73.66666666666667,36.8,63.83333333333334,69.0
235,208017,I. Santini,Croatia,RSC Anderlecht,48.5,63.0,77.33333333333333,43.8,52.16666666666666,80.75
236,161938,M. Boselli,Argentina,Club Le?n,55.0,67.0,73.83333333333333,42.8,61.0,74.0
237,222357,B. Embolo,Switzerland,FC Schalke 04,77.5,73.33333333333333,70.0,37.2,64.33333333333333,72.5
238,183714,S. Terodde,Germany,1. FC K?ln,63.0,66.16666666666667,75.83333333333333,40.2,49.0,72.75
239,194728,I. Belfodil,Algeria,TSG 1899 Hoffenheim,70.0,66.83333333333333,71.16666666666667,37.6,68.83333333333333,78.5
240,204713,J. Campbell,Costa Rica,Frosinone,84.0,76.5,73.0,42.2,71.83333333333333,71.75
241,233138,Y. Kobayashi,Japan,Kawasaki Frontale,81.5,73.83333333333333,73.16666666666667,35.4,62.83333333333334,64.5
242,188599,M. Antenucci,Italy,SPAL,72.0,76.83333333333333,75.83333333333333,38.2,67.0,63.25
243,193983,A. Delort,France,Montpellier HSC,74.0,71.66666666666667,75.16666666666667,34.8,62.83333333333334,77.5
